,track_id,track_name,artist,duration_ms,user,track_id,acousticness,danceability,energy,liveness,speechiness,instrumentalness,valence,loudness,tempo
116,46b9qvjjDiWwISjvhsqHGf,Tinka Tinka Dil Mera,Pritam,302823,user1,46b9qvjjDiWwISjvhsqHGf,0.877,0.217,0.521,0.112,0.0417,0.0103,0.368,-11.075,170.093
117,3eEUwOBIJQ10kszmBbGXHw,As Love Is My Witness,Westlife,247200,user1,3eEUwOBIJQ10kszmBbGXHw,0.168,0.442,0.544,0.109,0.0326,0.0,0.175,-5.088,144.626
118,6Pm2uKHkeFCTnVw57kQnef,"Pranaamam (From ""Janatha Garage"")",Shankar Mahadevan,240408,user2,6Pm2uKHkeFCTnVw57kQnef,0.122,0.721,0.925,0.115,0.0503,0.000159,0.757,-3.908,122.002
119,6ZzJuS5Mi5Uwhf1oZXBbg7,Naale Namma Manelondu,Jassie Gift,215503,user2,6ZzJuS5Mi5Uwhf1oZXBbg7,0.21,0.919,0.921,0.154,0.247,0.0,0.737,-4.399,129.975
120,1BUwo6UuQPObfXaBh0oyLa,Dil Julaha,Pritam,218452,user2,1BUwo6UuQPObfXaBh0oyLa,0.574,0.809,0.727,0.128,0.0563,9.6e-05,0.96,-7.695,112.007
121,7bpd5E3dqChouEvpNKwile,Tu Jo Mila (Dekhna Na Mud Ke),Pritam,249108,user2,7bpd5E3dqChouEvpNKwile,0.857,0.575,0.596,0.263,0.0299,0.0111,0.381,-7.755,124.952
122,6sN9pzAOebGtDw7DoDlgAQ,Dil Dadaku,Sonu Nigam,311744,user2,6sN9pzAOebGtDw7DoDlgAQ,0.228,0.677,0.637,0.0736,0.0697,0.0,0.588,-6.292,84.007
123,4Iz171BOalhbOxdlodJSJD,Kid In Love,Shawn Mendes,225826,user1,4Iz171BOalhbOxdlodJSJD,0.0268,0.529,0.598,0.15,0.0403,0.0,0.373,-7.085,169.959
124,212ecIiQ47VqrOLRTwXaMB,Knew Better / Forever Boy,Ariana Grande,299213,user1,212ecIiQ47VqrOLRTwXaMB,0.235,0.484,0.38,0.0998,0.071,3.8e-06,0.372,-6.706,106.652
125,0kIjTDucmSHxD4SYP4Gidu,Naina - Neha Kakkar Version,Neha Kakkar,227924,user1,0kIjTDucmSHxD4SYP4Gidu,0.673,0.33,0.13,0.0864,0.0357,1.34e-05,0.0747,-17.07,84.027
126,4iBVT4RmDbbuz8CdPnGBwk,Marthanda Rupam,S. P. Balasubrahmanyam,302880,user2,4iBVT4RmDbbuz8CdPnGBwk,0.605,0.508,0.916,0.649,0.158,0.00152,0.559,-5.726,102.452
127,76F74qIRn19FmIdl6mMQAP,My Private Movie,Westlife,244733,user1,76F74qIRn19FmIdl6mMQAP,0.0298,0.787,0.773,0.324,0.0324,0.0,0.95,-5.669,107.0
128,7KRrwpAnqi5gQWEc0DuODL,"Raabta (Kehte Hain Khuda Ne) [From ""Agent Vinod""]",Shreya Ghoshal,289196,user1,7KRrwpAnqi5gQWEc0DuODL,0.866,0.69,0.428,0.11,0.027,0.0,0.459,-6.831,110.937
129,3gnDoaJUgD9Bblzld77Kcp,No Promises,Shawn Mendes,166053,user1,3gnDoaJUgD9Bblzld77Kcp,0.322,0.619,0.621,0.188,0.082,0.0,0.466,-6.763,101.992
130,5OjXISPsLJhunmRXtcgp01,Jason's Song (Gave It Away),Ariana Grande,264626,user1,5OjXISPsLJhunmRXtcgp01,0.432,0.678,0.645,0.0774,0.0602,1.69e-05,0.56,-5.363,105.957
131,04oeBOWbmmCvDgORmH6377,"Tu Hi Mera (From ""Jannat 2"")",Pritam,272973,user1,04oeBOWbmmCvDgORmH6377,0.546,0.621,0.859,0.11,0.102,0.0,0.873,-4.673,90.047
132,3RP1eXaK8f4rwqY9fRKVRF,pov,Ariana Grande,201882,user1,3RP1eXaK8f4rwqY9fRKVRF,0.36,0.487,0.534,0.1,0.0555,0.0,0.173,-5.664,131.798
133,3TxNvcL2hZrpeYcew3nT8m,Andhadhun Title Track,Raftaar,174222,user2,3TxNvcL2hZrpeYcew3nT8m,0.0734,0.632,0.94,0.096,0.0325,0.797,0.85,-6.125,135.005
134,15O0R9fSfee5265f4HJtc8,Wonder - Live From The Wonder Residencies,Shawn Mendes,174931,user1,15O0R9fSfee5265f4HJtc8,0.0283,0.386,0.582,0.0658,0.0545,8.65e-06,0.189,-6.376,139.794
135,4Fu4NTCb86FSUi31GsWwnX,Chanda - Unplugged,Pritam,237735,user1,4Fu4NTCb86FSUi31GsWwnX,0.931,0.71,0.202,0.208,0.0301,0.0,0.562,-13.222,105.914
136,63WsFFnQ8CL941iZBELYsX,main thing,Ariana Grande,129080,user1,63WsFFnQ8CL941iZBELYsX,0.317,0.734,0.475,0.113,0.0403,1.41e-06,0.217,-7.77,134.119
137,1rNNOKF4kiaNmdkpIKNsvd,raindrops (an angel cried),Ariana Grande,37640,user1,1rNNOKF4kiaNmdkpIKNsvd,0.943,0.336,0.231,0.183,0.0493,0.0,0.431,-6.217,168.724
138,0xHvmWCpz9Pnn1sDvRehAs,Channa Mereya - Unplugged,Pritam,165333,user2,0xHvmWCpz9Pnn1sDvRehAs,0.899,0.537,0.251,0.0857,0.0276,5.76e-05,0.288,-9.533,89.916
139,409iSHu08vfSOGBxnUownh,"Tu Hi Toh Hai (From ""Holiday"")",Pritam,243720,user2,409iSHu08vfSOGBxnUownh,0.218,0.586,0.936,0.113,0.207,0.000285,0.649,-2.843,128.987
140,2eRBnGzIECpb2kJxTWSrXD,Shree Ganesh Chalisa,Shankar Mahadevan,745120,user2,2eRBnGzIECpb2kJxTWSrXD,0.935,0.361,0.335,0.379,0.03,0.00162,0.206,-8.418,152.416
141,1mUOCiVew1im2iNiO2HL2r,Mitra - Violin Version (Instrumental),Salim–Sulaiman,240000,user2,1mUOCiVew1im2iNiO2HL2r,0.0559,0.457,0.622,0.204,0.0299,0.113,0.443,-7.473,189.915
142,3RknjKzaZkjBqIGEN1Q871,Love Me Harder,Ariana Grande,236133,user1,3RknjKzaZkjBqIGEN1Q871,0.00974,0.483,0.714,0.0763,0.0331,0.0,0.245,-4.389,99.027
143,2lNepYUscS3QZIHx2MHV86,"O Meri Jaan (From ""Tum Mile"")",Pritam,297906,user2,2lNepYUscS3QZIHx2MHV86,0.592,0.58,0.563,0.117,0.0312,2.88e-06,0.305,-6.143,133.955
144,6uS74hRGhCtRTRDDEjoveo,This Is What It Takes,Shawn Mendes,230400,user1,6uS74hRGhCtRTRDDEjoveo,0.407,0.406,0.321,0.115,0.0346,0.0,0.339,-6.709,81.016
145,02J3mNwGfcOS7jjAUfzMgV,Aur Tanha,Pritam,295764,user2,02J3mNwGfcOS7jjAUfzMgV,0.79,0.425,0.561,0.0858,0.0331,0.00447,0.201,-7.656,169.728
146,3lBEn6Lt3NeZvCfIxqFez7,"Mat Aazma Re (From ""Murder 3"")",Pritam,251480,user2,3lBEn6Lt3NeZvCfIxqFez7,0.661,0.467,0.859,0.0522,0.0409,0.0,0.673,-2.946,89.842
147,4Pytpetqvmfn59yTTaugOu,Meri Tum Ho,Pritam,227694,user2,4Pytpetqvmfn59yTTaugOu,0.904,0.529,0.424,0.09,0.0412,0.000179,0.458,-13.155,81.984
148,0dcf0L6F1LUA1nE2zWH4J2,The Party & The After Party,The Weeknd,459386,user2,0dcf0L6F1LUA1nE2zWH4J2,0.476,0.438,0.634,0.113,0.337,0.0,0.397,-7.456,203.585
149,54bFM56PmE4YLRnqpW6Tha,Therefore I Am,Billie Eilish,174321,user1,54bFM56PmE4YLRnqpW6Tha,0.218,0.889,0.34,0.055,0.0697,0.13,0.716,-7.773,94.009
150,5w048fMWMdqxT2UAyXXB1Z,Problem,Ariana Grande,193920,user1,5w048fMWMdqxT2UAyXXB1Z,0.0193,0.659,0.804,0.161,0.154,9.08e-06,0.618,-5.352,103.026
151,7sPbp28sThpD4opAhQsMTx,everytime,Ariana Grande,172106,user1,7sPbp28sThpD4opAhQsMTx,0.191,0.711,0.612,0.0974,0.0437,0.0,0.658,-6.757,148.157
152,3FvDYk5IC5Um84kK5FbJGR,Adaptation,The Weeknd,283933,user2,3FvDYk5IC5Um84kK5FbJGR,0.159,0.642,0.793,0.305,0.0691,0.000557,0.623,-6.799,114.96
153,5PfuOplvYmoEWtjknCI4Cc,Niyotir Eki Cholona,Jhuma Chakraborty,159346,user1,5PfuOplvYmoEWtjknCI4Cc,0.971,0.402,0.129,0.114,0.0375,0.0,0.0654,-9.081,78.966
154,3oB6TVnTOhiasfhqUJNm4n,The Way You Look Tonight (feat. Joanne Hindley),Westlife,247400,user1,3oB6TVnTOhiasfhqUJNm4n,0.858,0.317,0.257,0.118,0.031,2.37e-05,0.186,-10.522,110.877
155,24aoASv09MrEtn5E4Xl1dL,Naratana Sundar Nataraja,Hariharan,238001,user2,24aoASv09MrEtn5E4Xl1dL,0.588,0.436,0.615,0.124,0.0495,0.0,0.795,-6.546,140.003
156,1CTTXciW8vvCUd2AJZjp95,When a Woman Loves a Man,Westlife,217786,user1,1CTTXciW8vvCUd2AJZjp95,0.139,0.436,0.5,0.347,0.027,0.0,0.32,-7.48,141.856
157,1IVnvJN9oC3pDYv9qpAnj7,needy - live,Ariana Grande,174294,user1,1IVnvJN9oC3pDYv9qpAnj7,0.699,0.317,0.474,0.945,0.0661,0.0,0.318,-6.314,76.592
158,0kIjTDucmSHxD4SYP4Gidu,Naina - Neha Kakkar Version,Neha Kakkar,227924,user2,0kIjTDucmSHxD4SYP4Gidu,0.673,0.33,0.13,0.0864,0.0357,1.34e-05,0.0747,-17.07,84.027
159,5t4B1kAlCD13YY9poph0Mg,Stitches,Shawn Mendes,206880,user1,5t4B1kAlCD13YY9poph0Mg,0.0153,0.594,0.754,0.0486,0.11,0.0,0.74,-6.684,73.184
160,06iCqHBiXigDk456S5L11y,Pretty,The Weeknd,375400,user2,06iCqHBiXigDk456S5L11y,0.0306,0.57,0.641,0.309,0.0405,3.24e-05,0.339,-7.708,125.961
161,37RHlFBt2K25EgSsjkVVtz,Aap Se Milkar,Abhijeet Srivastava,236874,user2,37RHlFBt2K25EgSsjkVVtz,0.169,0.86,0.617,0.0798,0.109,3.9e-05,0.716,-5.072,96.029
162,44ONERBHALxftQNWq6dmyd,Side To Side,Ariana Grande,226160,user1,44ONERBHALxftQNWq6dmyd,0.0513,0.65,0.736,0.235,0.229,0.0,0.612,-5.84,159.174
163,6UgHyHzY3FNS77b5Arz1dD,I Don't Care,Ariana Grande,178026,user1,6UgHyHzY3FNS77b5Arz1dD,0.773,0.585,0.401,0.153,0.0412,0.0,0.232,-8.319,111.956
164,1tNh4ApS2IRC0F3PKdqy5W,Wallah Re Wallah (Remix By Kiran Kamath),Shekhar Ravjiani,267048,user2,1tNh4ApS2IRC0F3PKdqy5W,0.00954,0.69,0.951,0.398,0.115,0.398,0.578,-6.985,127.913
165,6RUhbFEhrvGISaQ8u2j2JN,Dangerous Woman,Ariana Grande,235946,user1,6RUhbFEhrvGISaQ8u2j2JN,0.0529,0.664,0.602,0.356,0.0412,0.0,0.289,-5.369,134.049
166,2rAJ3PA5JGMktxYiSg53Um,Tabaah Ho Gaye,Shreya Ghoshal,341731,user2,2rAJ3PA5JGMktxYiSg53Um,0.609,0.648,0.783,0.0883,0.0883,0.00692,0.37,-6.783,104.126
167,3fkhql0XTP4SCLyl5CmxYy,Grey Walaa Shade,Harshdeep Kaur,283170,user2,3fkhql0XTP4SCLyl5CmxYy,0.629,0.664,0.47,0.0843,0.0474,0.00807,0.726,-6.908,163.845
168,14Zkkd1eYP3pcNPwLAZikf,There's Nothing Holdin' Me Back - MTV Unplugged,Shawn Mendes,210066,user1,14Zkkd1eYP3pcNPwLAZikf,0.172,0.698,0.699,0.952,0.0458,0.0,0.701,-6.926,122.009
169,498bUGpFDWeNT1kY30Pe1D,Mera Desh (Sad Version),Shankar Mahadevan,112749,user2,498bUGpFDWeNT1kY30Pe1D,0.837,0.466,0.0963,0.123,0.0314,0.000328,0.348,-18.789,91.087
170,3Hgk2MiY3hIIp6Hmf1fxeW,motive (with Doja Cat),Ariana Grande,167989,user1,3Hgk2MiY3hIIp6Hmf1fxeW,0.0752,0.793,0.751,0.173,0.0795,0.0,0.646,-5.67,116.966
171,5magpI2oJL9k8UfN4rYSkY,Beyond The Sea,Westlife,181334,user1,5magpI2oJL9k8UfN4rYSkY,0.694,0.691,0.393,0.109,0.0277,1.92e-06,0.614,-8.761,140.047
172,62VUSRdvSo53fRsfveton5,Zindagi Kuch Toh Bata,Pritam,262420,user2,62VUSRdvSo53fRsfveton5,0.228,0.52,0.484,0.15,0.0327,0.00143,0.421,-8.399,124.136
173,60jW6P7AGw2FozTaqctJ4i,Real Life,The Weeknd,223346,user2,60jW6P7AGw2FozTaqctJ4i,0.438,0.58,0.653,0.351,0.0506,0.0,0.346,-5.04,90.726
174,1GCnB248JpcolG9MzpU052,Ghar More Pardesiya (Radio Edit),Shreya Ghoshal,258544,user1,1GCnB248JpcolG9MzpU052,0.398,0.701,0.983,0.109,0.111,0.00093,0.737,-3.429,110.024
175,50U9VJU2tuQMowk3jLPvAy,Inner Voice Signture Shlok,Pandit Jasraj,36179,user2,50U9VJU2tuQMowk3jLPvAy,0.897,0.35,0.0868,0.161,0.0473,0.169,0.389,-15.053,89.09
176,0r5Tr54OTjtfrlDEZbdq3g,Gurudev Pyara Sun Pukar,Shankar Mahadevan,372000,user2,0r5Tr54OTjtfrlDEZbdq3g,0.25,0.459,0.616,0.144,0.121,0.0,0.432,-8.214,79.463
177,6SJbe5dxOdk8NQ3cB5kr3m,Snowchild,The Weeknd,247186,user2,6SJbe5dxOdk8NQ3cB5kr3m,0.175,0.704,0.552,0.123,0.0964,0.000169,0.279,-7.648,148.044
178,6D3XrPrsF6IUzWiEILNLkq,Until I Bleed Out,The Weeknd,192363,user2,6D3XrPrsF6IUzWiEILNLkq,0.444,0.249,0.37,0.0911,0.0357,4.44e-05,0.178,-9.975,125.209
179,0vz9i3qlKYmqaGbnZoDPsu,Hands On Me,Ariana Grande,192226,user1,0vz9i3qlKYmqaGbnZoDPsu,0.226,0.662,0.767,0.324,0.0379,1.44e-06,0.375,-5.693,97.973
180,10xpoX1VRYvPz9KwKtKbX4,Aaj Jane Ki Zid Na Karo,Sohail Rana,171428,user1,10xpoX1VRYvPz9KwKtKbX4,0.286,0.489,0.812,0.0768,0.18,0.0,0.272,-6.31,140.043
181,0bhRtFKA6dbaAqlDcp7WFD,Dhaakad - Aamir Khan Version,Aamir Khan,176603,user1,0bhRtFKA6dbaAqlDcp7WFD,0.185,0.886,0.816,0.0663,0.059,0.0,0.681,-5.368,105.978
182,7H5EBs3aGqRPZaGEvU6y6F,The Hills,The Weeknd,242280,user2,7H5EBs3aGqRPZaGEvU6y6F,0.0841,0.374,0.55,0.139,0.0848,0.0,0.124,-7.007,112.912
183,3kgqHVqfiabABjaFi9Tnhn,Live For,The Weeknd,222666,user2,3kgqHVqfiabABjaFi9Tnhn,0.517,0.626,0.68,0.114,0.112,0.0,0.227,-7.64,75.978
184,6VcAq8NWOPcuCi6xxTHdju,Yahaan Vahaan (Reprise),Pritam,280195,user1,6VcAq8NWOPcuCi6xxTHdju,0.664,0.395,0.722,0.115,0.0384,0.0,0.373,-3.92,163.58
185,409iSHu08vfSOGBxnUownh,"Tu Hi Toh Hai (From ""Holiday"")",Pritam,243720,user1,409iSHu08vfSOGBxnUownh,0.218,0.586,0.936,0.113,0.207,0.000285,0.649,-2.843,128.987
186,1ymMvVWflwWXMySnzdcH1E,Jai Jai Survar Pujit,Shankar Mahadevan,222016,user2,1ymMvVWflwWXMySnzdcH1E,0.678,0.429,0.401,0.108,0.0491,0.000996,0.0478,-7.716,95.137
187,36MhvfL3p4WkzGbocV7BZ8,Thap Thap,Sukhwinder Singh,173241,user2,36MhvfL3p4WkzGbocV7BZ8,0.054,0.876,0.533,0.0605,0.0591,0.0,0.151,-6.477,116.973
188,7eiIaBqV4gHoDUQ9g49McD,Mera Desh,Shankar Mahadevan,337626,user2,7eiIaBqV4gHoDUQ9g49McD,0.5,0.561,0.608,0.212,0.0475,0.0,0.335,-9.094,125.846
189,75C0z8GMCO5jV4QgRsroCx,"Indumukhi Varumo - From ""Holidays""",Shankar Mahadevan,274546,user2,75C0z8GMCO5jV4QgRsroCx,0.0619,0.751,0.832,0.102,0.0645,0.00426,0.882,-7.255,119.947
190,7cvByqy8euqE4DYLO6b3EU,Naach Meri Jaan,Pritam,287272,user2,7cvByqy8euqE4DYLO6b3EU,0.415,0.627,0.939,0.182,0.179,1.67e-06,0.92,-3.041,198.106
191,1smFN2CLqGROu0J0UyvDfL,Shayad,Pritam,247941,user2,1smFN2CLqGROu0J0UyvDfL,0.785,0.483,0.468,0.152,0.0341,0.0,0.319,-7.642,135.864
192,4cwWSOoQ61WuUJq26gMU74,Leave Me Lonely,Ariana Grande,229680,user1,4cwWSOoQ61WuUJq26gMU74,0.596,0.445,0.449,0.339,0.0315,2.34e-05,0.374,-7.472,90.927
193,1ni8ZTAY1GHXEFOGHl7fdg,bellyache,Billie Eilish,179172,user1,1ni8ZTAY1GHXEFOGHl7fdg,0.46,0.695,0.573,0.482,0.106,0.0734,0.408,-8.597,99.939
194,0f51JeyKKRDaFsqkfyBbSU,"Abcd -Yaariyan (From ""Yaariyan"")",Benny Dayal,205513,user1,0f51JeyKKRDaFsqkfyBbSU,0.0217,0.707,0.815,0.0466,0.0573,0.0,0.735,-4.282,128.038
195,41zXlQxzTi6cGAjpOXyLYH,idontwannabeyouanymore,Billie Eilish,203569,user1,41zXlQxzTi6cGAjpOXyLYH,0.737,0.483,0.412,0.116,0.0402,0.0,0.247,-8.461,170.163
196,63y6xWR4gXz7bnUGOk8iI6,Into You,Ariana Grande,244453,user1,63y6xWR4gXz7bnUGOk8iI6,0.0162,0.623,0.734,0.145,0.107,1.75e-06,0.37,-5.948,107.853
197,5TJlCsw2UnobYuoUKu9nFD,Sexy Baliye,Mika Singh,193511,user2,5TJlCsw2UnobYuoUKu9nFD,0.0101,0.747,0.879,0.046,0.0392,0.00213,0.798,-4.147,132.073
198,1Clsaam99Jeow5DEmIgVDI,Radio - Film Version,Pritam,279842,user2,1Clsaam99Jeow5DEmIgVDI,0.196,0.757,0.875,0.0334,0.0764,0.0,0.893,-3.517,128.08
199,6FGeqGpjQYnOEsfRU77Mhq,Shani Chalisa,Shankar Mahadevan,777142,user2,6FGeqGpjQYnOEsfRU77Mhq,0.256,0.686,0.553,0.0618,0.084,0.0,0.799,-9.871,90.958
200,1CbwwcXkWbUhc6E3V0Bcl5,Everyday,Ariana Grande,194840,user1,1CbwwcXkWbUhc6E3V0Bcl5,0.0168,0.631,0.721,0.189,0.0521,0.0,0.457,-4.51,130.975
201,29Ark5ToRcrurL27fpkidy,Chammak Challo (Remix By Abhijit Vaghani),Akon,237679,user2,29Ark5ToRcrurL27fpkidy,0.227,0.708,0.843,0.131,0.0328,0.000266,0.734,-7.063,130.011
202,0Nwar8rweBUyfyuoyjjUvk,Privilege,The Weeknd,170573,user2,0Nwar8rweBUyfyuoyjjUvk,0.915,0.404,0.564,0.134,0.0344,0.00252,0.371,-7.013,93.631
203,1SMmphjWLXwhLy9MigtOuB,L.O.V.E.,Westlife,173266,user1,1SMmphjWLXwhLy9MigtOuB,0.315,0.916,0.501,0.0873,0.0494,0.0,0.89,-5.023,103.049
204,3jSq65O4TQrUvzKJt0S18z,"Sau Tarah Ke (From ""Dishoom"")",Jonita Gandhi,238994,user2,3jSq65O4TQrUvzKJt0S18z,0.0469,0.702,0.773,0.171,0.0618,0.0,0.72,-4.79,133.892
205,0DpjWHMsfhhTCz3VBLQPDx,Until I Bleed Out,The Weeknd,190173,user2,0DpjWHMsfhhTCz3VBLQPDx,0.423,0.245,0.394,0.093,0.0374,2.9e-05,0.148,-9.887,115.233
206,1Clsaam99Jeow5DEmIgVDI,Radio - Film Version,Pritam,279842,user1,1Clsaam99Jeow5DEmIgVDI,0.196,0.757,0.875,0.0334,0.0764,0.0,0.893,-3.517,128.08
207,13lUUFsU6GMvRDN432qKxX,Male Fantasy,Billie Eilish,194886,user1,13lUUFsU6GMvRDN432qKxX,0.863,0.692,0.286,0.0934,0.0426,0.0,0.305,-10.398,111.025
208,3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,207320,user1,3e9HZxeyfWwjeyPAMmWSSQ,0.229,0.717,0.653,0.101,0.0658,0.0,0.412,-5.634,106.966
209,3wFLWP0FcIqHK1wb1CPthQ,fake smile,Ariana Grande,208880,user1,3wFLWP0FcIqHK1wb1CPthQ,0.329,0.45,0.619,0.319,0.372,0.0,0.427,-7.412,83.3
210,6EsupXikeyiOcvmugVCzOj,A Little Too Much,Shawn Mendes,187026,user1,6EsupXikeyiOcvmugVCzOj,0.473,0.553,0.507,0.108,0.0304,0.0,0.57,-6.24,83.093
211,1wnP0kMnl9NJC7Ek2rrHkB,Sakhi,John McLaughlin,506733,user2,1wnP0kMnl9NJC7Ek2rrHkB,0.738,0.468,0.546,0.114,0.0654,0.0298,0.32,-9.335,99.934
212,7bfnkOya2SV8LLTsYmRQJR,successful - live,Ariana Grande,125631,user1,7bfnkOya2SV8LLTsYmRQJR,0.0879,0.758,0.883,0.24,0.0608,3.54e-05,0.736,-3.989,114.021
213,3orEOtd8CPL8GFlpRpKuoE,Faith,The Weeknd,283226,user2,3orEOtd8CPL8GFlpRpKuoE,0.612,0.375,0.605,0.147,0.0729,0.0448,0.128,-7.268,175.946
214,1F9kDsmGhwgbTZ0QgEubS7,Please Stay,Westlife,225506,user1,1F9kDsmGhwgbTZ0QgEubS7,0.772,0.467,0.274,0.109,0.0266,3.67e-06,0.16,-9.558,97.453
215,1RGasjWLZ4qMN7wbtkLa3u,my boy,Billie Eilish,170852,user1,1RGasjWLZ4qMN7wbtkLa3u,0.472,0.692,0.394,0.117,0.207,0.000191,0.324,-8.745,89.936
216,5PBjAPJEeW83HJK6bdMxrY,"Sarileru Neekevvaru Anthem (From ""Sarileru Neekevvaru"")",Shankar Mahadevan,266843,user2,5PBjAPJEeW83HJK6bdMxrY,0.788,0.573,0.665,0.0827,0.056,0.000817,0.354,-5.827,97.659
217,6ta0UqE7Ga3lYCYJ0EevKI,Thinking Bout You,Ariana Grande,200400,user1,6ta0UqE7Ga3lYCYJ0EevKI,0.0164,0.505,0.704,0.121,0.0584,0.000469,0.436,-6.08,102.988
218,2sFp6E7lNBbblJGmUtCfFH,Uptown Girl - Radio Edit,Westlife,186440,user1,2sFp6E7lNBbblJGmUtCfFH,0.00809,0.645,0.921,0.407,0.0302,1.08e-05,0.864,-5.256,129.0
219,58Q7ZQODeGq1FLHnk256C3,Harry's Not A Brahmachari (Version 2),Pritam,194775,user1,58Q7ZQODeGq1FLHnk256C3,0.0732,0.668,0.987,0.428,0.168,0.0,0.56,-3.415,127.986
220,6WikCGNUbXFmXoLre7vjeW,Touch It,Ariana Grande,260000,user1,6WikCGNUbXFmXoLre7vjeW,0.0305,0.536,0.694,0.183,0.0331,0.0,0.293,-4.369,100.899
221,6VpLNElCyXW15cBixlnIu8,Let Me Love You,Ariana Grande,223880,user1,6VpLNElCyXW15cBixlnIu8,0.0295,0.527,0.435,0.243,0.129,0.0,0.0781,-8.363,102.698
222,0kPmcPPkjoyfLhUwHLWrk0,Blinding Lights,The Weeknd,200040,user2,0kPmcPPkjoyfLhUwHLWrk0,0.00146,0.515,0.731,0.0897,0.0592,9.59e-05,0.336,-5.934,171.004
223,6t8IQ9k77tvz6a1sIWtUFs,Junooni,Amit Trivedi,296377,user2,6t8IQ9k77tvz6a1sIWtUFs,0.186,0.376,0.52,0.131,0.0287,8.37e-06,0.296,-7.009,169.937
224,4cSjoXWriIszjcFZoDk9ei,Morya Re Bappa Morya Re,Shankar Mahadevan,306084,user2,4cSjoXWriIszjcFZoDk9ei,0.474,0.46,0.705,0.0873,0.182,0.0,0.691,-7.248,103.984
225,0VbknmFhd5lBUBMqYSBKJS,A Little Too Much,Shawn Mendes,187026,user1,0VbknmFhd5lBUBMqYSBKJS,0.473,0.451,0.507,0.108,0.0316,0.0,0.564,-6.24,165.76
226,2L2YNB3YIletW4fUtwphDv,Shayad - Reprise,Pritam,245735,user1,2L2YNB3YIletW4fUtwphDv,0.904,0.432,0.536,0.102,0.032,0.000626,0.324,-7.34,135.837
227,2EkxJuCkidtXvMh4FSThOA,Closer,Westlife,249040,user1,2EkxJuCkidtXvMh4FSThOA,0.0657,0.214,0.707,0.0695,0.0332,0.0,0.249,-6.979,177.816
228,0IqCoZ168iRc9LqfrYgpZy,KESI - Remix,Camilo,176575,user1,0IqCoZ168iRc9LqfrYgpZy,0.127,0.871,0.815,0.094,0.0477,6.18e-06,0.823,-4.439,122.959
229,4w1dIZxwO83XpKo5wgLhkk,Belong To The World,The Weeknd,307173,user2,4w1dIZxwO83XpKo5wgLhkk,0.00392,0.503,0.858,0.119,0.0578,0.0,0.361,-6.27,121.008
230,1Zhd0vU0BOHBNQ5bHfk1vV,"Kajra Re (From ""Bunty Aur Babli"")",Shankar-Ehsaan-Loy,482586,user2,1Zhd0vU0BOHBNQ5bHfk1vV,0.366,0.484,0.898,0.0871,0.165,0.0,0.677,-4.129,91.992
231,2SFnIqRWyHt9MUNeXkykii,In My Blood,Shawn Mendes,211293,user1,2SFnIqRWyHt9MUNeXkykii,0.0542,0.625,0.712,0.109,0.0537,0.0,0.459,-7.355,140.022
232,7GXo8DL5t8GTuRHarf2QPh,Tinka Tinka Dil Mera (Film Version),Pritam,306115,user2,7GXo8DL5t8GTuRHarf2QPh,0.836,0.3,0.5,0.064,0.0431,0.00464,0.301,-11.609,113.447
233,3GCp3YggcPIrSffx7OXY0e,Often,The Weeknd,249093,user2,3GCp3YggcPIrSffx7OXY0e,0.26,0.503,0.565,0.116,0.0503,0.0,0.0737,-10.097,67.035
234,1MNrCAqCFLX31C3jD8DXZR,Haan Tum Ho,Pritam,292771,user1,1MNrCAqCFLX31C3jD8DXZR,0.796,0.39,0.747,0.118,0.0332,0.181,0.505,-6.56,82.854
235,7cezkSJ6QlyBO2dL7cc1YK,Badey Dil Wala,Sukhwinder Singh,294320,user2,7cezkSJ6QlyBO2dL7cc1YK,0.354,0.779,0.869,0.0831,0.118,7.37e-06,0.812,-5.229,135.032
236,2QpC5HzAaEGN5U6I4zaa77,Bad Reputation - Live,Shawn Mendes,312475,user1,2QpC5HzAaEGN5U6I4zaa77,0.0969,0.25,0.769,0.928,0.0532,0.0,0.194,-6.603,149.812
237,1Wz8UxfpwLwFPwSxW7jGFJ,"Ashq Na Ho (From ""Holiday"")",Pritam,353103,user2,1Wz8UxfpwLwFPwSxW7jGFJ,0.904,0.438,0.376,0.0924,0.0329,0.0,0.344,-6.292,173.944
238,1OuTPEfpZvlbeXSfLksEav,Dekenio Kache Ogo,Koboro Roy,161593,user1,1OuTPEfpZvlbeXSfLksEav,0.675,0.495,0.514,0.078,0.039,0.000178,0.479,-7.427,153.54
239,4KBx9DSSbFaumwlEqjX4CP,"thank u, next",Ariana Grande,207320,user1,4KBx9DSSbFaumwlEqjX4CP,0.268,0.743,0.662,0.102,0.0534,1.36e-06,0.408,-5.745,107.027
240,5XsAal7ZcWg1I5T4NcRjkv,Halley's Comet,Billie Eilish,234761,user1,5XsAal7ZcWg1I5T4NcRjkv,0.961,0.403,0.159,0.34,0.104,0.0121,0.0381,-16.728,72.38
241,4V9QfQ60zTI0K9b47q5xhD,Intro - Live From The Wonder Residencies,Shawn Mendes,69113,user1,4V9QfQ60zTI0K9b47q5xhD,0.56,0.496,0.287,0.326,0.0344,6.98e-06,0.534,-10.734,76.317
